image,description,tags,task
processed_preferences_images\e358a38474fc9902cbd6079389f25575_nobg.png,"short bermuda de jean gris, en estilo streetwear",Estilos: streetwear,estilos
processed_preferences_images\2f8842e9c28aed0d34ccdd4212570f2d_nobg.png,"minifalda pollera celeste, en estilo streetwear",Estilos: streetwear,estilos
processed_preferences_images\3f0b98f996370d405806dae0d2eeb74c_nobg.png,"Bermudas grises desgastadas, en estilo streetwear",Estilos: streetwear,estilos
processed_preferences_images\bfb54bef7367676a8945201921b1c060_nobg.png,short negro deportivo,Estilos: deportivo,estilos
processed_preferences_images\5e281e53422f04149b58fc8668aca962_nobg.png,short deportivo gris claro o blanco,Estilos: deportivo,estilos
processed_preferences_images\4681db3dc9fd5d14a96bb65ca4f084e8_nobg.png,short deportivo gris claro o blanco,Estilos: deportivo,estilos
processed_preferences_images\3540cca0bd9e179cae65cb6bebbe15c6_nobg.png,short deportivo blanco,Estilos: deportivo,estilos
processed_preferences_images\ffca7a82ffaa12b184890975c0ba88d5_nobg.png,short gris deportivo con elastico,Estilos: deportivo,estilos
processed_preferences_images\133557b711b021cddbf8f16d0cb9594f_nobg.png,short blanco deportivo con elastico,Estilos: deportivo,estilos
processed_preferences_images\bf3987f8b79c88d1e48d1f4bf341177b_nobg.png,short gris oscuro deportivo con elastico,Estilos: deportivo,estilos
processed_preferences_images\d9a88d0b4e547163693c4392400e7599_nobg.png,pollera corta coquette color crema con volados,Estilos: coquette,estilos
processed_preferences_images\0359d2fd9af9cede3f7a28591ea380d3_nobg.png,pollera rosa coquette con volados y moños,Estilos: coquette,estilos
processed_preferences_images\b65261ba0e101a4a2a268fd0afd141d6_nobg.png,pollera azul coquette con volados y moños,Estilos: coquette,estilos
processed_preferences_images\9f2c888f413a935fcf90b77c180234a8_nobg.png,pollera blanca coquette con bordado y flores,Estilos: coquette,estilos
processed_preferences_images\84ad61b1f1f9bda876df8ef0c804353f_nobg.png,vestido rosa coquette,Estilos: coquette,estilos
processed_preferences_images\d09744d0543908d2fd2aaf1d5f962612_nobg.png,"vestido blanco con cerezas y saco rojo, en estilo coquette",Estilos: coquette,estilos
processed_preferences_images\1241355e479b789ef79f6b9205abb0af_nobg.png,vestido coquette blanco con flores,Estilos: coquette,estilos
processed_preferences_images\e017bb5cd5880c9398ac06aab2ff170c_nobg.png,vestido coquette blanco con estampado de flores amarillas,Estilos: coquette,estilos
processed_preferences_images\a2cc0615f78d732f3267323f35433c05_nobg.png,blusa coquette blanca,Estilos: coquette,estilos
processed_preferences_images\c6846f5edbc90ac43e0d49fb42573bb8_nobg.png,blusa coquette rosa manga larga,Estilos: coquette,estilos
processed_preferences_images\d44397001e5349dc57dbcdbd27bff533_nobg.png,blusa coquette blanca,Estilos: coquette,estilos
processed_preferences_images\e84e8b84fb0862bd841caeb7715910e6_nobg.png,blusa coquette amarilla,Estilos: coquette,estilos
processed_preferences_images\fbe19d0a484f8301f531c1cf468d14aa_nobg.png,pantalon old money sastrero gris,Estilos: old money,estilos
processed_preferences_images\28a89cac7813157839c724e30731a481_nobg.png,"top negro ajustado, en estilo old money y minimalista","Estilos: old money, minimalista",estilos
processed_preferences_images\28a89cac7813157839c724e30731a481_nobg.png,pantalon old money sastrero y marron de pierna wide leg,Estilos: old money,estilos
processed_preferences_images\2bac12782b28318ed4eb8b50d72ca255_nobg.png,"camisa beige manga larga, en estilo old money",Estilos: old money,estilos
processed_preferences_images\2bac12782b28318ed4eb8b50d72ca255_nobg.png,pantalon old money marron,Estilos: old money,estilos
processed_preferences_images\3ef6bcb2b621df09223f44caf0c368d3_nobg.png,"top y pantalon old money marrones. Tapado blanco largo, en estilo old money",Estilos: old money,estilos
processed_preferences_images\ee3ee91faf8c593e0d03b17a0c533593_nobg.png,remera chomba negra old money,Estilos: old money,estilos
processed_preferences_images\ee3ee91faf8c593e0d03b17a0c533593_nobg.png,"pantalon blanco recto, en estilo old money",Estilos: old money,estilos
processed_preferences_images\d458f8109915de53f3f9749cb58794c3_nobg.png,"camisa celeste y pantalon blanco, en estilo old money",Estilos: old money,estilos
processed_preferences_images\415fc9436fce9a9fd77a8a581edf45aa_nobg.png,"camisa celeste, pantalon blanco y estampado marron, en estilo old money",Estilos: old money,estilos
processed_preferences_images\6280259295f0496702704efc0cd8a2a3_nobg.png,"top negro con detalles blancos, en estilo old money",Estilos: old money,estilos
processed_preferences_images\6280259295f0496702704efc0cd8a2a3_nobg.png,pantalon old money blanco y recto,Estilos: old money,estilos
processed_preferences_images\f0e7439caf33c762bef6965e166cf6e0_nobg.png,remera old money rayada azul y blanca,Estilos: old money,estilos
processed_preferences_images\e9b515044a93b1dd77000d4d09caaa67_nobg.png,chaleco old money blanco,Estilos: old money,estilos
processed_preferences_images\5bd39dbd2e4659c82a6314d28166eba6_nobg.png,remera old money chomba color beige,Estilos: old money,estilos
processed_preferences_images\f03b86821ec7474404b68388a5544033_nobg.png,pollera coquette larga blanca con flores,Estilos: coquette,estilos
processed_preferences_images\d938e86af77edec34b03dbd0f936ae43_nobg.png,blusa coquette manga larga y blanca,Estilos: coquette,estilos
processed_preferences_images\03f2b8da2b05970753ff35c4e9c0c797_nobg.png,pollera coquette corta rosa con volados y elastico,Estilos: coquette,estilos
processed_preferences_images\34d78129d00b9b9bc7b0ee0d5a11297d_nobg.png,pollera coquette corta rosa con moños,Estilos: coquette,estilos
processed_preferences_images\0837b070de0a7872f13243f3c7090c14_nobg.png,pollera coquette lila con volados y elastico,Estilos: coquette,estilos
processed_preferences_images\7b23105a4b18ac5d0519757567a1d36a_nobg.png,pollera coquette blanca con frunce,Estilos: coquette,estilos
processed_preferences_images\c311873895e21a3c083ea1c1d0f0a235_nobg.png,pollera coquette celeste con volados y moño al costado,Estilos: coquette,estilos
processed_preferences_images\bce32fd31802ffc5e8033d481ad19a47_nobg.png,pollera coquette rosa con estampado de flores,Estilos: coquette,estilos
processed_preferences_images\6357534f4a87d6771465377256878ca4_nobg.png,pollera coquette rosa asimetrica con estampado de flores,Estilos: coquette,estilos
processed_preferences_images\9f2c888f413a935fcf90b77c180234a8_nobg.png,pollera blanca coquette con flores y terminacion de encaje,Estilos: coquette,estilos
processed_preferences_images\1f7ca51cffac5bd808fdf7c4963228de_nobg.png,"pollera blanca larga, en estilo coquette y boho chic","Estilos: coquette, boho chic",estilos
processed_preferences_images\b62cfc34ff04ef0a5dffa369d6cedb3e_nobg.png,pollera streetwear negra de jean,Estilos: streetwear,estilos
processed_preferences_images\12841a5a072840060a80502cfa06a76e_nobg.png,pollera minifalda streetwear negra de jean,Estilos: streetwear,estilos
processed_preferences_images\5206a158ffd9b09d9993a680995ec387_nobg.png,"pollera minifalda streetwear azul de jean, con detalle de encaje",Estilos: streetwear,estilos
processed_preferences_images\d71e100895ba0f45e582085ecb617bed_nobg.png,remera streetwear color azul con estampado de letras en blanco,Estilos: streetwear,estilos
processed_preferences_images\6c74d233236b1029521dcf187c09284c_nobg.png,top streetwear con estampado militar,Estilos: streetwear,estilos
processed_preferences_images\b2ff85f1adb5481e9b20e3cb0f99feae_nobg.png,"remera oversize negra con mariposas rosas, en estilo streetwear",Estilos: streetwear,estilos
processed_preferences_images\a3c95dc760ee849ab806f02a4fd9bca0_nobg.png,pollera old money cruzada de color blanca.,Estilos: old money,estilos
processed_preferences_images\4d05b22f3111405cc95b42fad19a23e7_nobg.png,"pollera beige cruzada con detalles de bolsillos, en estilo old money.",Estilos: old money,estilos
processed_preferences_images\f4f6f1fd673b82dac061cf213cfc6737_nobg.png,"pollera blanco marfil con cuadricula ligera en negro y detalles de botones, en estilo old money.",Estilos: old money,estilos
processed_preferences_images\21f782bef8b2cf99ecba30c0248d8006_nobg.png,pollera old money tableada de color marron con cinturon negro.,Estilos: old money,estilos
processed_preferences_images\4ef66e69c6ec748ed83df23b3354e89a_nobg.png,"pollera negra, en estilo minimalista y old money.","Estilos: old money, minimalista",estilos
processed_preferences_images\d5cdafeb277f73073c460b62bcc9dbdf_nobg.png,pollera azul old money cruzada con botones,Estilos: old money,estilos
processed_preferences_images\6b11d8e92468edea172ce3113f21adb4_nobg.png,"remera negra manga larga y pollera blanca larga, en estilo old money.",Estilos: old money,estilos
processed_preferences_images\902aa5128fbc78e6b587b4cb56b3ceb1_nobg.png,pantalon de jean streetwear wide leg de color negro desgastado.,Estilos: streetwear,estilos
processed_preferences_images\b192c80662dee1ed5371518848dd903b_nobg.png,"pantalon de jean cargo color azul desgastado, en estilo streetwear  y pierna wide leg.",Estilos: streetwear,estilos
processed_preferences_images\3a34d79f8c6ae21167dd1f9820556fcd_nobg.png,pantalon streetwear de jean wide leg y color gris.,Estilos: streetwear,estilos
processed_preferences_images\851ccd5f788476fbbdd71801f415db47_nobg.png,"pantalón cargo negro de corte holgado, en estilo streetwear y deportivo.","Estilos: streetwear,deportivo",estilos
processed_preferences_images\8f13548393054f32307d47cf7e05b1ca_nobg.png,pantalon de jean negro tipo cargo y estilo streetwear.,Estilos: streetwear,estilos
processed_preferences_images\3f44d01260c438c85479dc94385a2204_nobg.png,"pollera de jean tipo minifalda color azul desgastado, en estilo streetwear.",Estilos: streetwear,estilos
processed_preferences_images\7147c5a261fbfee7a3e3a9753f3984d9_nobg.png,pollera de jean streetwear de color azul y con cierres.,Estilos: streetwear,estilos
processed_preferences_images\6bb442001b56d9f51d83feebd343e1f1_nobg.png,"pollera de jean con efecto desgastado, diseño de tablas y dobladillo deshilachado en capas, en estilo streetwear.",Estilos: streetwear,estilos
processed_preferences_images\657fdd3a5ccdc32d50aa9ba909147dfc_nobg.png,short mini de jean azul en estilo streetwear.,Estilos: streetwear,estilos
processed_preferences_images\8fc2510b517d7fca6f4a522cabd0ad88_nobg.png,"short mini de jean celeste oscuro con hebilla, en estilo streetwear.",Estilos: streetwear,estilos
processed_preferences_images\2cad856aa72330578f5ff24c39e2ecf8_nobg.png,"remera blanca, chaqueta verde, pantalon blanco y zapatillas, en estilo minimalista.",Estilos: minimalista,estilos
processed_preferences_images\d69e7249e5b86cf9a8cd05b13088de23_nobg.png,"remera blanca con chaleco negro, en estilo minimalista. Pantalon recto negro y zapatillas blancas, en estilo minimalista.",Estilos: minimalista,estilos
processed_preferences_images\196efbdc4b405b1d8124a1fab10036a9_nobg.png,"top negro, pantalon recto color crema y zapatillas, en estilo minimalista.",Estilos: minimalista,estilos
processed_preferences_images\6d5635967923decc196a2ca39b8f99a3_nobg.png,"top chaleco blanco y jean celeste recto, en estilo minimalisat.",Estilos: minimalista,estilos
